region,fiscal_year,value,agent,method,suburb
Western Metropolitan,2017,1635000,Brad,S,Ascot Vale
Western Metropolitan,2017,1650000,Raine,SP,Ascot Vale
Southern Metropolitan,2017,2005000,Marshall,S,Ashburton
Southern Metropolitan,2017,1600000,Marshall,VB,Ashburton
Southern Metropolitan,2017,900000,Jellis,S,Ashburton
Southern Metropolitan,2017,1516000,Tim,SA,Ashwood
Southern Metropolitan,2017,1550000,Buxton,S,Ashwood
Southern Metropolitan,2017,987000,Jellis,SP,Ashwood
South-Eastern Metropolitan,2017,885000,Buxton,S,Aspendale Gardens
South-Eastern Metropolitan,2017,910000,Barry,SP,Aspendale Gardens
Northern Metropolitan,2017,665000,Brad,S,Attwood
Western Metropolitan,2017,900000,Moonee,SP,Avondale Heights
Western Metropolitan,2017,785000,Nelson,PI,Avondale Heights
Western Metropolitan,2017,850000,Moonee,S,Avondale Heights
Western Metropolitan,2017,799000,Nelson,S,Avondale Heights
Southern Metropolitan,2017,781000,McGrath,S,Balaclava
Southern Metropolitan,2017,1425000,Ray,S,Balwyn
Southern Metropolitan,2017,3600000,Fletchers,VB,Balwyn
Southern Metropolitan,2017,2200000,Noel,PI,Balwyn
Southern Metropolitan,2017,2600000,Jellis,VB,Balwyn
Southern Metropolitan,2017,1560000,Marshall,S,Balwyn North
Southern Metropolitan,2017,1500000,Jellis,VB,Balwyn North
Southern Metropolitan,2017,1500000,Fletchers,VB,Balwyn North
Southern Metropolitan,2017,2110000,Jellis,S,Balwyn North
Southern Metropolitan,2017,755000,Buxton,S,Beaumaris
Southern Metropolitan,2017,1140000,Hodges,S,Beaumaris
Eastern Metropolitan,2017,1113000,Collings,PI,Bellfield
Southern Metropolitan,2017,1510000,Jellis,S,Bentleigh
Southern Metropolitan,2017,1510000,Barry,S,Bentleigh
Southern Metropolitan,2017,1630000,Woodards,S,Bentleigh
Southern Metropolitan,2017,1730000,Jellis,S,Bentleigh
Southern Metropolitan,2017,2040000,Woodards,S,Bentleigh
Southern Metropolitan,2017,1510000,Jellis,S,Bentleigh
Southern Metropolitan,2017,1165000,Buxton,PI,Bentleigh
Southern Metropolitan,2017,2260000,Jellis,S,Bentleigh
Southern Metropolitan,2017,720000,RT,S,Bentleigh East
Southern Metropolitan,2017,775000,Ray,PI,Bentleigh East
Southern Metropolitan,2017,900000,Buxton,SP,Bentleigh East
Southern Metropolitan,2017,1200000,Woodards,VB,Bentleigh East
Southern Metropolitan,2017,1162000,Jellis,S,Bentleigh East
Southern Metropolitan,2017,1320000,Buxton,S,Bentleigh East
Southern Metropolitan,2017,870000,Jellis,S,Bentleigh East
Southern Metropolitan,2017,1190000,Buxton,S,Bentleigh East
Southern Metropolitan,2017,1160000,Woodards,S,Bentleigh East
Southern Metropolitan,2017,810000,Jellis,S,Bentleigh East
Southern Metropolitan,2017,1000000,Jellis,S,Bentleigh East
Eastern Victoria,2017,530000,C21,PI,Berwick
Eastern Metropolitan,2017,1255000,Jellis,S,Blackburn
Eastern Metropolitan,2017,815000,Appleby,SP,Boronia
Eastern Metropolitan,2017,720000,Barry,S,Boronia
Eastern Metropolitan,2017,780000,iTRAK,S,Boronia
Eastern Metropolitan,2017,417000,Jellis,S,Box Hill
Western Metropolitan,2017,580000,Douglas,PI,Braybrook
Eastern Metropolitan,2017,785000,Flannagan,SP,Briar Hill
Southern Metropolitan,2017,1143000,Marshall,S,Brighton
Southern Metropolitan,2017,1020000,Buxton,S,Brighton
Southern Metropolitan,2017,1802000,Marshall,S,Brighton
Southern Metropolitan,2017,1235000,Buxton,S,Brighton
Southern Metropolitan,2017,1155000,Buxton,SP,Brighton East
Southern Metropolitan,2017,1015000,Rodney,S,Brighton East
Southern Metropolitan,2017,1155000,Hodges,SP,Brighton East
Northern Metropolitan,2017,680000,Stockdale,S,Broadmeadows
Northern Metropolitan,2017,339000,YPA,SA,Broadmeadows
Northern Metropolitan,2017,522500,YPA,SP,Broadmeadows
Northern Metropolitan,2017,600000,Barry,S,Broadmeadows
Northern Metropolitan,2017,575000,Walshe,PI,Brunswick
Northern Metropolitan,2017,570000,Jellis,SP,Brunswick
Northern Metropolitan,2017,1150000,Nelson,VB,Brunswick
Northern Metropolitan,2017,1050000,Nelson,PI,Brunswick
Northern Metropolitan,2017,390000,Nelson,VB,Brunswick East
Northern Metropolitan,2017,640000,Raine,SP,Brunswick East
Northern Metropolitan,2017,315000,Pagan,SP,Brunswick West
Eastern Metropolitan,2017,1350000,Barry,PI,Bulleen
Eastern Metropolitan,2017,1370000,Barry,PI,Bulleen
Eastern Metropolitan,2017,1210000,Jellis,PI,Bulleen
Northern Metropolitan,2017,740000,Barry,S,Bundoora
Northern Metropolitan,2017,660000,Barry,S,Bundoora
Northern Metropolitan,2017,819000,Barry,S,Bundoora
Southern Metropolitan,2017,1666766,RW,S,Burwood
Southern Metropolitan,2017,650000,Woodards,S,Burwood
Eastern Metropolitan,2017,1345500,Fletchers,S,Burwood East
Eastern Metropolitan,2017,1351000,Fletchers,S,Burwood East
Eastern Metropolitan,2017,1005000,McGrath,S,Burwood East
Western Metropolitan,2017,1050000,Sweeney,PI,Cairnlea
Southern Metropolitan,2017,955500,Jellis,S,Camberwell
Southern Metropolitan,2017,1700000,Greg,VB,Camberwell
Southern Metropolitan,2017,2430000,Marshall,S,Canterbury
Northern Metropolitan,2017,840000,Nelson,S,Carlton
Northern Metropolitan,2017,1398000,Collins,S,Carlton
Northern Metropolitan,2017,1650000,Woodards,PI,Carlton North
Western Metropolitan,2017,470000,Barry,PI,Caroline Springs
Western Metropolitan,2017,585000,Barry,S,Caroline Springs
Southern Metropolitan,2017,1655000,Gary,SP,Caulfield South
Southern Metropolitan,2017,816000,Buxton,S,Chadstone
South-Eastern Metropolitan,2017,1417000,O'Brien,S,Chelsea
South-Eastern Metropolitan,2017,860000,O'Brien,SP,Chelsea
Southern Metropolitan,2017,1255000,Buxton,S,Cheltenham
Southern Metropolitan,2017,1120000,Hodges,S,Cheltenham
Southern Metropolitan,2017,1450000,O'Brien,S,Cheltenham
Southern Metropolitan,2017,1375000,Buxton,SP,Cheltenham
Southern Metropolitan,2017,860000,Chisholm,S,Cheltenham
South-Eastern Metropolitan,2017,670500,Buxton,S,Clarinda
South-Eastern Metropolitan,2017,1215000,Ray,S,Clayton
South-Eastern Metropolitan,2017,750000,Ray,PI,Clayton
South-Eastern Metropolitan,2017,955000,Buxton,SP,Clayton South
South-Eastern Metropolitan,2017,712000,Buxton,S,Clayton South
Northern Metropolitan,2017,1500000,Collins,VB,Clifton Hill
Northern Metropolitan,2017,1380000,Nelson,VB,Clifton Hill
Northern Metropolitan,2017,1830000,Nelson,S,Clifton Hill
Northern Metropolitan,2017,1205000,Nelson,S,Coburg
Northern Metropolitan,2017,1222000,Nelson,S,Coburg
Northern Metropolitan,2017,990000,Nelson,S,Coburg
Northern Metropolitan,2017,861500,Brad,S,Coburg
Northern Metropolitan,2017,950000,Ray,S,Coburg North
Northern Metropolitan,2017,1012000,Nelson,S,Coburg North
Northern Metropolitan,2017,1025000,Jellis,S,Collingwood
Northern Metropolitan,2017,555000,RW,S,Coolaroo
Northern Metropolitan,2017,451000,RW,S,Coolaroo
Northern Metropolitan,2017,462000,Barry,S,Craigieburn
Northern Metropolitan,2017,396000,Ray,S,Craigieburn
Northern Metropolitan,2017,473000,Barry,S,Craigieburn
Northern Metropolitan,2017,720000,Ray,S,Craigieburn
Northern Metropolitan,2017,513000,Stockdale,S,Craigieburn
Northern Metropolitan,2017,568000,Ray,S,Craigieburn
Northern Metropolitan,2017,1081000,Harrington,S,Cremorne
Northern Metropolitan,2017,700000,Jellis,SP,Cremorne
Eastern Metropolitan,2017,880000,Jellis,SP,Croydon
Eastern Metropolitan,2017,970000,Barry,S,Croydon
Eastern Metropolitan,2017,855000,Ray,S,Croydon
Eastern Metropolitan,2017,1076000,Fletchers,SP,Croydon Hills
Eastern Metropolitan,2017,740000,McGrath,VB,Croydon North
Eastern Metropolitan,2017,1175000,Jellis,S,Croydon North
Northern Metropolitan,2017,506000,YPA,S,Dallas
Northern Metropolitan,2017,440000,Red,VB,Dallas
Northern Metropolitan,2017,517000,Stockdale,VB,Dallas
South-Eastern Metropolitan,2017,690000,Barry,S,Dandenong North
Western Metropolitan,2017,1000000,HAR,S,Deer Park
South-Eastern Metropolitan,2017,870000,Buxton,S,Dingley Village
Eastern Metropolitan,2017,1380000,Barry,PI,Doncaster
Eastern Metropolitan,2017,1351000,Fletchers,S,Doncaster
Eastern Metropolitan,2017,1327000,hockingstuart,S,Doncaster
Eastern Metropolitan,2017,1330000,Barry,PI,Doncaster East
Eastern Metropolitan,2017,1080000,Ray,S,Doncaster East
Eastern Metropolitan,2017,1070000,hockingstuart,S,Donvale
Eastern Metropolitan,2017,1160000,Barry,SP,Donvale
Eastern Metropolitan,2017,1200000,Nelson,S,Eaglemont
Eastern Metropolitan,2017,1756000,Nelson,SP,Eaglemont
Northern Metropolitan,2017,4550000,Caine,S,East Melbourne
Northern Metropolitan,2017,2010000,Caine,S,East Melbourne
South-Eastern Metropolitan,2017,895000,Buxton,S,Edithvale
South-Eastern Metropolitan,2017,730000,Buxton,S,Edithvale
Southern Metropolitan,2017,1690000,Biggin,S,Elsternwick
Southern Metropolitan,2017,3050000,Biggin,VB,Elsternwick
Eastern Metropolitan,2017,895000,Jellis,S,Eltham
Eastern Metropolitan,2017,930000,Morrison,S,Eltham
Eastern Metropolitan,2017,915000,Morrison,S,Eltham North
Southern Metropolitan,2017,710000,Buxton,S,Elwood
Southern Metropolitan,2017,488000,McGrath,S,Elwood
Southern Metropolitan,2017,1370000,McGrath,S,Elwood
Southern Metropolitan,2017,1860000,McGrath,SP,Elwood
Southern Metropolitan,2017,475000,Morleys,S,Elwood
South-Eastern Metropolitan,2017,700000,McLennan,PI,Endeavour Hills
South-Eastern Metropolitan,2017,685000,Win,S,Endeavour Hills
Northern Metropolitan,2017,621000,Ray,S,Epping
Northern Metropolitan,2017,631000,Love,S,Epping
Northern Metropolitan,2017,636000,HAR,S,Epping
Northern Metropolitan,2017,1170000,HAR,S,Epping
Western Metropolitan,2017,1150000,Nelson,VB,Essendon
Western Metropolitan,2017,1900000,McDonald,VB,Essendon
Western Metropolitan,2017,1355000,Brad,S,Essendon
Western Metropolitan,2017,1269000,McDonald,S,Essendon
Western Metropolitan,2017,900000,McDonald,VB,Essendon
Western Metropolitan,2017,465000,Brad,SP,Essendon
Western Metropolitan,2017,992500,Nelson,S,Essendon North
Northern Metropolitan,2017,1620000,Ray,S,Fairfield
Northern Metropolitan,2017,660000,Jellis,PI,Fairfield
Northern Metropolitan,2017,840000,Stockdale,S,Fawkner
Northern Metropolitan,2017,770000,Brad,PI,Fawkner
Northern Metropolitan,2017,775000,Brad,S,Fawkner
Eastern Metropolitan,2017,808000,Barry,SP,Ferntree Gully
Eastern Metropolitan,2017,761000,LJ,S,Ferntree Gully
Northern Metropolitan,2017,1111000,Nelson,S,Fitzroy
Northern Metropolitan,2017,1560000,Nelson,PI,Fitzroy North
Northern Metropolitan,2017,1250000,Nelson,SP,Fitzroy North
Northern Metropolitan,2017,1350000,Nelson,S,Fitzroy North
Northern Metropolitan,2017,947500,Rendina,S,Flemington
Western Metropolitan,2017,1300000,hockingstuart,VB,Footscray
Western Metropolitan,2017,700000,Sweeney,PI,Footscray
Western Metropolitan,2017,860000,Jellis,S,Footscray
Western Metropolitan,2017,1450000,Greg,S,Footscray
Western Metropolitan,2017,332000,S&L,S,Footscray
Western Metropolitan,2017,868000,Douglas,S,Footscray
Eastern Metropolitan,2017,1190000,Harcourts,S,Forest Hill
Eastern Metropolitan,2017,912000,Ray,S,Forest Hill
Eastern Metropolitan,2017,1088000,Buxton,SP,Forest Hill
South-Eastern Metropolitan,2017,844000,O'Brien,S,Frankston
South-Eastern Metropolitan,2017,368000,hockingstuart,S,Frankston
South-Eastern Metropolitan,2017,695000,O'Brien,S,Frankston
South-Eastern Metropolitan,2017,881000,Ash,S,Frankston South
South-Eastern Metropolitan,2017,723500,Barry,S,Frankston South
Northern Victoria,2017,820000,Raine,S,Gisborne
Northern Victoria,2017,636000,Raine,S,Gisborne
Western Metropolitan,2017,525500,Barry,SP,Gladstone Park
Western Metropolitan,2017,588000,Stockdale,S,Gladstone Park
Western Metropolitan,2017,740000,Barry,S,Gladstone Park
Western Metropolitan,2017,610000,Brad,VB,Gladstone Park
Southern Metropolitan,2017,510000,Nelson,S,Glen Huntly
Southern Metropolitan,2017,520000,hockingstuart,PI,Glen Iris
Southern Metropolitan,2017,2115000,J,S,Glen Iris
Southern Metropolitan,2017,541000,Fletchers,SP,Glen Iris
Southern Metropolitan,2017,800000,Marshall,VB,Glen Iris
Eastern Metropolitan,2017,2670000,Ray,S,Glen Waverley
Eastern Metropolitan,2017,1255000,Ray,S,Glen Waverley
Eastern Metropolitan,2017,1630000,Fletchers,S,Glen Waverley
Eastern Metropolitan,2017,852000,McGrath,S,Glen Waverley
Eastern Metropolitan,2017,585000,Harcourts,PI,Glen Waverley
Eastern Metropolitan,2017,1560000,Barry,S,Glen Waverley
Northern Metropolitan,2017,795000,Stockdale,SA,Glenroy
Northern Metropolitan,2017,685500,Barry,S,Glenroy
Northern Metropolitan,2017,752000,Barry,S,Glenroy
Northern Metropolitan,2017,770000,Stockdale,SP,Glenroy
Northern Metropolitan,2017,925000,Buckingham,S,Greensborough
Northern Metropolitan,2017,750000,LJ,SP,Greensborough
Northern Metropolitan,2017,700000,Morrison,PI,Greensborough
Northern Metropolitan,2017,892500,Darren,S,Greensborough
Northern Metropolitan,2017,652000,Buckingham,S,Greensborough
Northern Metropolitan,2017,930000,Darren,SP,Greensborough
Northern Metropolitan,2017,457500,Barry,S,Greenvale
South-Eastern Metropolitan,2017,627000,O'Brien,S,Hallam
Southern Metropolitan,2017,2095000,Buxton,S,Hampton
Southern Metropolitan,2017,1100000,Buxton,SP,Hampton
Southern Metropolitan,2017,1720000,Hodges,VB,Hampton
Southern Metropolitan,2017,1550000,RT,VB,Hampton
Southern Metropolitan,2017,1745000,Hodges,S,Hampton
Southern Metropolitan,2017,1451000,Buxton,S,Hampton East
Southern Metropolitan,2017,850000,hockingstuart,S,Hawthorn
Southern Metropolitan,2017,487000,Jellis,S,Hawthorn
Southern Metropolitan,2017,625000,Marshall,SP,Hawthorn
Southern Metropolitan,2017,450000,hockingstuart,S,Hawthorn
Southern Metropolitan,2017,510000,Fletchers,S,Hawthorn
Southern Metropolitan,2017,2800000,RT,S,Hawthorn
Southern Metropolitan,2017,291000,Jellis,PI,Hawthorn East
Southern Metropolitan,2017,440000,Jellis,PI,Hawthorn East
Eastern Metropolitan,2017,880000,Fletchers,PI,Heathmont
Southern Metropolitan,2017,1175000,Buxton,PI,Highett
Southern Metropolitan,2017,900000,Hodges,S,Highett
Southern Metropolitan,2017,815000,O'Brien,S,Highett
Southern Metropolitan,2017,615000,Buxton,S,Highett
Southern Metropolitan,2017,950000,Buxton,S,Highett
Western Metropolitan,2017,531000,YPA,S,Hillside
Western Metropolitan,2017,525000,Barry,S,Hillside
Western Metropolitan,2017,525000,Greg,SP,Hoppers Crossing
Western Metropolitan,2017,565000,YPA,S,Hoppers Crossing
Western Metropolitan,2017,460000,Sweeney,SP,Hoppers Crossing
Western Metropolitan,2017,593150,YPA,S,Hoppers Crossing
Southern Metropolitan,2017,1250000,Barry,VB,Hughesdale
Southern Metropolitan,2017,400000,Greg,S,Huntingdale
Eastern Metropolitan,2017,1250000,Jellis,PI,Ivanhoe
Eastern Metropolitan,2017,810000,Miles,S,Ivanhoe
Eastern Metropolitan,2017,1215000,Nelson,S,Ivanhoe
Eastern Metropolitan,2017,1550000,Miles,VB,Ivanhoe
Northern Metropolitan,2017,570000,YPA,PI,Jacana
Western Metropolitan,2017,700000,YPA,SP,Keilor Downs
Western Metropolitan,2017,930000,Nelson,S,Keilor East
Western Metropolitan,2017,950000,Nelson,VB,Keilor East
Western Metropolitan,2017,915000,Jellis,PI,Keilor East
Western Metropolitan,2017,990000,Barry,S,Keilor East
Western Metropolitan,2017,700000,Nelson,VB,Keilor East
Western Metropolitan,2017,850000,Nelson,S,Keilor East
Northern Metropolitan,2017,2112000,Edward,S,Kensington
Southern Metropolitan,2017,1720000,Marshall,S,Kew
Southern Metropolitan,2017,1277500,Jellis,S,Kew
Southern Metropolitan,2017,1100000,Kay,S,Kew
Southern Metropolitan,2017,1020000,Nelson,S,Kew
Southern Metropolitan,2017,580000,Marshall,VB,Kew
Southern Metropolitan,2017,840000,Fletchers,VB,Kew
Southern Metropolitan,2017,1655000,Marshall,S,Kew East
Southern Metropolitan,2017,2000000,Jellis,VB,Kew East
Southern Metropolitan,2017,1850000,Jellis,VB,Kew East
South-Eastern Metropolitan,2017,886000,Barry,S,Keysborough
Eastern Metropolitan,2017,690000,Barry,S,Kilsyth
Eastern Metropolitan,2017,980000,Barry,S,Knoxfield
Northern Metropolitan,2017,755000,Ray,S,Lalor
Northern Metropolitan,2017,771000,HAR,S,Lalor
Northern Metropolitan,2017,770000,Purplebricks,SP,Lalor
Northern Metropolitan,2017,555000,Millership,SP,Lalor
Northern Metropolitan,2017,760000,Love,SP,Lalor
Northern Metropolitan,2017,685500,HAR,S,Lalor
Northern Metropolitan,2017,1051500,Barry,S,MacLeod
Western Metropolitan,2017,685000,Biggin,S,Maidstone
Western Metropolitan,2017,407000,Biggin,S,Maidstone
Western Metropolitan,2017,715000,Biggin,S,Maidstone
Southern Metropolitan,2017,1180000,Marshall,S,Malvern East
Southern Metropolitan,2017,1307500,Jellis,S,Malvern East
Western Metropolitan,2017,460000,Edward,VB,Maribyrnong
Western Metropolitan,2017,1190000,Nelson,VB,Maribyrnong
Southern Metropolitan,2017,1850000,Buxton,S,McKinnon
Northern Metropolitan,2017,405000,YPA,S,Meadow Heights
Northern Metropolitan,2017,470000,Kay,PI,Melbourne
Northern Metropolitan,2017,450000,Harcourts,S,Melbourne
Northern Metropolitan,2017,820000,Harcourts,S,Melbourne
Northern Metropolitan,2017,480000,Rendina,VB,Melbourne
Northern Metropolitan,2017,1470000,RT,S,Melbourne
Western Victoria,2017,396000,YPA,S,Melton
Western Victoria,2017,450000,Ryder,S,Melton South
Western Victoria,2017,420000,YPA,SP,Melton South
Western Victoria,2017,398000,hockingstuart,S,Melton South
Western Victoria,2017,328500,Raine,S,Melton South
Northern Victoria,2017,530000,hockingstuart,S,Melton West
Northern Victoria,2017,630000,hockingstuart,S,Melton West
South-Eastern Metropolitan,2017,950000,Barry,S,Mentone
South-Eastern Metropolitan,2017,1100000,O'Brien,S,Mentone
South-Eastern Metropolitan,2017,1800000,Chisholm,S,Mentone
South-Eastern Metropolitan,2017,725000,Barry,S,Mentone
Northern Metropolitan,2017,590000,Stockdale,SP,Mernda
Northern Metropolitan,2017,460000,Barry,SP,Mernda
Northern Metropolitan,2017,517500,HAR,S,Mernda
Southern Metropolitan,2017,6370000,Greg,S,Middle Park
Northern Metropolitan,2017,660000,RW,S,Mill Park
Northern Metropolitan,2017,560000,Love,S,Mill Park
Eastern Metropolitan,2017,635000,McGrath,S,Mitcham
Eastern Metropolitan,2017,1451000,Ray,S,Mitcham
Eastern Metropolitan,2017,1705000,Noel,S,Mitcham
Eastern Metropolitan,2017,993000,Ray,S,Mitcham
Eastern Metropolitan,2017,1104000,Ray,S,Mitcham
Eastern Metropolitan,2017,490000,Buckingham,SP,Montmorency
Eastern Metropolitan,2017,841000,Stockdale,S,Montmorency
Western Metropolitan,2017,1000000,Brad,VB,Moonee Ponds
Western Metropolitan,2017,660000,Jellis,S,Moonee Ponds
Western Metropolitan,2017,792000,Nardella,S,Moonee Ponds
Western Metropolitan,2017,610000,McGrath,S,Moonee Ponds
Western Metropolitan,2017,976000,Nelson,S,Moonee Ponds
Western Metropolitan,2017,1100000,McDonald,PI,Moonee Ponds
Eastern Victoria,2017,728000,Fletchers,S,Mooroolbark
South-Eastern Metropolitan,2017,577000,Ray,S,Mordialloc
Eastern Metropolitan,2017,1775000,Fletchers,VB,Mount Waverley
Eastern Metropolitan,2017,950000,Purplebricks,S,Mount Waverley
Eastern Metropolitan,2017,1275000,Jellis,SP,Mount Waverley
Eastern Metropolitan,2017,1650000,@Realty,PI,Mount Waverley
Eastern Metropolitan,2017,1651000,Jellis,S,Mount Waverley
Eastern Metropolitan,2017,1360000,Jellis,SP,Mount Waverley
Eastern Metropolitan,2017,2820000,Fletchers,S,Mount Waverley
Eastern Metropolitan,2017,1472000,McGrath,S,Mount Waverley
Eastern Metropolitan,2017,1375000,Noel,SA,Mount Waverley
South-Eastern Metropolitan,2017,1000000,Ray,S,Mulgrave
South-Eastern Metropolitan,2017,860000,Ray,S,Mulgrave
Southern Metropolitan,2017,823000,Woodards,S,Murrumbeena
Western Metropolitan,2017,790000,Village,SP,Newport
Western Metropolitan,2017,1020000,RT,S,Newport
Western Metropolitan,2017,1017500,Williams,S,Newport
South-Eastern Metropolitan,2017,640000,YPA,S,Noble Park
Northern Metropolitan,2017,1480000,Woodards,S,North Melbourne
Northern Metropolitan,2017,1470000,Nelson,S,North Melbourne
Northern Metropolitan,2017,542500,McGrath,SP,Northcote
Northern Metropolitan,2017,1050000,McGrath,PI,Northcote
Northern Metropolitan,2017,1150000,Nelson,VB,Northcote
Northern Metropolitan,2017,2750000,Woodards,VB,Northcote
Northern Metropolitan,2017,2000000,Nelson,VB,Northcote
Northern Metropolitan,2017,585000,Ray,SP,Northcote
Northern Metropolitan,2017,510000,Nelson,VB,Northcote
Northern Metropolitan,2017,878168,Eview,S,Oak Park
Northern Metropolitan,2017,480500,Stockdale,SP,Oak Park
Northern Metropolitan,2017,780000,Brad,PI,Oak Park
Northern Metropolitan,2017,916000,Brad,S,Oak Park
Southern Metropolitan,2017,1828000,Ray,PI,Oakleigh
South-Eastern Metropolitan,2017,1356250,Buxton,S,Oakleigh South
Eastern Victoria,2017,590000,O'Brien,S,Officer
Southern Metropolitan,2017,1920000,Jellis,S,Ormond
Southern Metropolitan,2017,1360000,Jellis,PI,Ormond
Eastern Victoria,2017,520000,C21,S,Pakenham
Eastern Victoria,2017,493000,iTRAK,S,Pakenham
South-Eastern Metropolitan,2017,1775000,Barry,VB,Parkdale
South-Eastern Metropolitan,2017,740000,Buxton,SP,Parkdale
South-Eastern Metropolitan,2017,512000,Thomson,S,Parkdale
Northern Metropolitan,2017,1620000,Nelson,S,Parkville
Northern Metropolitan,2017,650000,Jellis,PI,Parkville
Northern Metropolitan,2017,800000,Nelson,PI,Pascoe Vale
Northern Metropolitan,2017,710000,Brad,S,Pascoe Vale
Northern Metropolitan,2017,686000,Ray,S,Pascoe Vale
Northern Metropolitan,2017,1215000,Nelson,S,Pascoe Vale
Northern Metropolitan,2017,617500,Brad,SP,Pascoe Vale
Northern Metropolitan,2017,780000,Nelson,S,Pascoe Vale
Western Metropolitan,2017,631000,LJ,S,Point Cook
Western Metropolitan,2017,711500,Point,S,Point Cook
Western Metropolitan,2017,800000,hockingstuart,SP,Point Cook
Western Metropolitan,2017,622000,LJ,S,Point Cook
Southern Metropolitan,2017,2926000,Greg,S,Port Melbourne
Southern Metropolitan,2017,1231000,hockingstuart,S,Port Melbourne
Southern Metropolitan,2017,548000,Frank,S,Port Melbourne
Southern Metropolitan,2017,2160000,Buxton,PI,Port Melbourne
Southern Metropolitan,2017,1190000,Buxton,S,Port Melbourne
Southern Metropolitan,2017,480000,Jellis,SP,Prahran
Southern Metropolitan,2017,540000,hockingstuart,PI,Prahran
Southern Metropolitan,2017,673000,Jellis,S,Prahran
Southern Metropolitan,2017,3250000,Jellis,SP,Prahran
Northern Metropolitan,2017,708000,RW,S,Preston
Northern Metropolitan,2017,695000,McGrath,SP,Preston
Northern Metropolitan,2017,850000,hockingstuart,PI,Preston
Northern Metropolitan,2017,895000,Nelson,S,Preston
Northern Metropolitan,2017,541000,Nelson,PI,Preston
Northern Metropolitan,2017,678250,McGrath,S,Preston
Northern Metropolitan,2017,480000,Jellis,VB,Reservoir
Northern Metropolitan,2017,725000,Ray,S,Reservoir
Northern Metropolitan,2017,750000,Barry,PI,Reservoir
Northern Metropolitan,2017,921000,Ray,S,Reservoir
Northern Metropolitan,2017,715000,Ray,S,Reservoir
Northern Metropolitan,2017,460000,Love,PI,Reservoir
Northern Metropolitan,2017,681000,Stockdale,S,Reservoir
Northern Metropolitan,2017,610000,hockingstuart,VB,Reservoir
Northern Metropolitan,2017,960000,Barry,PI,Reservoir
Northern Metropolitan,2017,930000,HAR,S,Reservoir
Northern Metropolitan,2017,565000,Ray,S,Reservoir
Northern Metropolitan,2017,1750000,Biggin,SP,Richmond
Northern Metropolitan,2017,736000,Biggin,SP,Richmond
Northern Metropolitan,2017,815500,Kay,S,Richmond
Northern Metropolitan,2017,1270000,Biggin,SP,Richmond
Northern Metropolitan,2017,1635000,RT,S,Richmond
Northern Metropolitan,2017,900000,Biggin,SP,Richmond
Northern Metropolitan,2017,1625000,Biggin,S,Richmond
Northern Metropolitan,2017,1100000,Jellis,SP,Richmond
Northern Metropolitan,2017,1525000,Biggin,S,Richmond
Eastern Metropolitan,2017,550000,Justin,SP,Ringwood
Eastern Metropolitan,2017,852000,Fletchers,S,Ringwood
Eastern Metropolitan,2017,958000,Barry,S,Ringwood
Eastern Metropolitan,2017,1306000,Jellis,S,Ringwood North
Western Metropolitan,2017,620000,HAR,S,Rockbank
Eastern Metropolitan,2017,950000,Miles,S,Rosanna
Eastern Metropolitan,2017,1206000,Miles,S,Rosanna
Eastern Metropolitan,2017,1120000,Miles,VB,Rosanna
South-Eastern Metropolitan,2017,865000,Harcourts,SP,Rowville
Northern Metropolitan,2017,566000,Raine,S,Roxburgh Park
Northern Metropolitan,2017,675000,Ray,S,Roxburgh Park
Northern Metropolitan,2017,610000,Ray,S,Roxburgh Park
Northern Metropolitan,2017,797500,RW,S,Roxburgh Park
South-Eastern Metropolitan,2017,890000,Eview,S,Seaford
Southern Metropolitan,2017,1800000,Cayzer,S,South Melbourne
Southern Metropolitan,2017,1805000,Greg,S,South Melbourne
Southern Metropolitan,2017,1380000,Barry,S,South Melbourne
Northern Metropolitan,2017,825000,Iconek,SP,South Morang
Northern Metropolitan,2017,666000,Millership,S,South Morang
Northern Metropolitan,2017,710000,HAR,S,South Morang
Northern Metropolitan,2017,520000,The,S,South Morang
Southern Metropolitan,2017,888000,Jellis,SP,South Yarra
Western Metropolitan,2017,476000,Bells,S,St Albans
Western Metropolitan,2017,715000,Sweeney,SP,St Albans
Western Metropolitan,2017,675000,Barry,S,St Albans
Western Metropolitan,2017,438000,Westside,S,St Albans
Western Metropolitan,2017,530000,Westside,PI,St Albans
Western Metropolitan,2017,423000,Raine,S,St Albans
Western Metropolitan,2017,669000,Westside,S,St Albans
Eastern Metropolitan,2017,910000,Buckingham,S,St Helena
Southern Metropolitan,2017,680000,Biggin,SP,St Kilda
Southern Metropolitan,2017,2200000,hockingstuart,S,St Kilda
Southern Metropolitan,2017,1100000,McGrath,SP,St Kilda
Western Metropolitan,2017,750000,Barry,VB,Strathmore
Western Metropolitan,2017,1310000,Considine,S,Strathmore
Western Metropolitan,2017,1310000,Brad,SP,Strathmore
Western Metropolitan,2017,1380000,Barry,S,Strathmore
Western Metropolitan,2017,1485000,Brad,SP,Strathmore
Western Metropolitan,2017,470000,Blackbird,S,Sunbury
Western Metropolitan,2017,555000,YPA,S,Sunbury
Western Metropolitan,2017,480000,Raine,SP,Sunbury
Western Metropolitan,2017,650000,YPA,S,Sunbury
Western Metropolitan,2017,764000,Barry,S,Sunshine
Western Metropolitan,2017,750000,RW,PI,Sunshine North
Western Metropolitan,2017,555000,Douglas,PI,Sunshine North
Western Metropolitan,2017,385000,Bells,S,Sunshine West
